<doc id="bv_doc_id__42" document_title="Protokoll der 7. Sitzung des Subkomitees des
                    Verfassungsausschusses vom 20. August 1920" created_not_before="1920-08-20" created_not_after="1920-08-20" creation_year="1920" state_of_correction="text_correct" document_type="Lithographie" text_type="Sitzungsprotokoll" dataset="Sitzungsprotokolle" attrs="word lemma">
<head>
Protokoll	Protokoll
der	der
7.	7.
Sitzung	Sitzung
des	der
Unterausschusses	Unterausschuß
des	der
Verfassungsausschusses	Verfassungsausschuß
vom	von
20.VIII.1920.	20.VIII.1920.
</head>
<p>
Beginn	Beginn
10	10
Uhr	Uhr
Vormittag	Vormittag
<g/>
.
</p>
<p>
Anwesend	Anwesend
<g/>
:
</p>
	
Dr.	Dr.
Otto	Otto
Bauer	Bauer
als	als
Vorsitzender	vorsitzend
Simon	Simon
Abram	Abram
Dr.	Dr.
Josef	Josef
Aigner	Aigner
Heinrich	Heinrich
Clessin	Clessin
Dr.	Dr.
Robert	Robert
Danneberg	Danneberg
Jodok	Jodok
Fink	Fink
Karl	Karl
Leuthner	Leuthner
Dr.	Dr.
Ignaz	Ignaz
Seipel	Seipel
Staatssekretär	Staatssekretär
Prof.	Prof.
Dr.	Dr.
Michael	Michael
Mayr	Mayr
<p>
Von	von
der	der
Staatskanzlei	Staatskanzlei
<g/>
:
</p>
	
Ministerialrat	Ministerialrat
Dr.	Dr.
Georg	Georg
Froehlich	Froehlich
Sektionsrat	Sektionsrat
Dr.	Dr.
Hugo	Hugo
Jäckl	Jäckl
Sektionsrat	Sektionsrat
Dr.	Dr.
Egbert	Egbert
Mannlicher	Mannlicher
Ministerialvizesekretär	Ministerialvizesekretär
Dr.	Dr.
Kurt	Kurt
Frieberger	Frieberger
als	als
Schriftführer	Schriftführer
<g/>
.
Prof.	Prof.
Dr.	Dr.
Hans	Hans
Kelsen	Kelsen
als	als
Experte	Experte
des	der
Verfassungsausschusses	Verfassungsausschuß
<g/>
.
<p>
Die	der
Staatskanzlei	Staatskanzlei
legt	legen
zu	zu
Beginn	Beginn
der	der
Verhandlung	Verhandlung
die	der
im	in
Sinne	Sinn
des	der
bei	bei
der	der
letzten	letzter
Sitzung	Sitzung
erhaltenen	erhalten
Auftrages	Auftrag
verfaßten	verfaßt
Formulierung	Formulierung
en	en
mehrerer	mehrere
Artikel	Artikel
vor	vor
<g/>
.
Zum	zu
ersten	erster
dieser	dieser
Artikel	Artikel
wird	werden
ein	ein
Zusatzantrag	Zusatzantrag
Dr.	Dr.
Dannebergs	Danneberg
<g/>
„
oder	oder
<g/>
,
wenn	wenn
mehrere	mehrere
Parteien	Partei
die	der
gleiche	gleich
Anzahl	Anzahl
von	von
Sitzen	Sitz
haben	haben
<g/>
,
die	der
zweithöchste	zweithöchster
Zahl	Zahl
von	von
Wählerstimmen	Wählerstimme
bei	bei
der	der
letzten	letzter
Landtagswahl	Landtagswahl
<g/>
“
<g/>
(
einzuschalten	einschalten
in	in
Absatz	Absatz
4	4
nach	nach
<g/>
„
Landtage	Landtag
<g/>
“
<g/>
)
angenommen	annehmen
<g/>
,
so	so
daß	daß
auf	auf
Beschluß	Beschluß
des	der
Unterausschusses	Unterausschuß
die	der
Fassung	Fassung
nunmehr	nunmehr
zu	zu
lauten	lauten
hat	haben
<g/>
:
</p>
<p>
<g/>
