<doc id="bv_doc_id__7" attrs="word lemma type">
Die	bv_doc_id__7_d54e303
Verfassung	bv_doc_id__7_d54e305
des	bv_doc_id__7_d54e307
Bundesstaates	bv_doc_id__7_d54e309
Republik	bv_doc_id__7_d54e311
Oesterreich	bv_doc_id__7_d54e314
<g/>
.	
<g/>
(	
Republik	bv_doc_id__7_d54e323
der	bv_doc_id__7_d54e325
Deutschen	bv_doc_id__7_d54e327
Alpenlande	bv_doc_id__7_d54e329
<g/>
).	
Art.	bv_doc_id__7_d54e339
I	bv_doc_id__7_d54e341
<g/>
.	
Die	bv_doc_id__7_d54e348
Länder	bv_doc_id__7_d54e350
Kärnten	bv_doc_id__7_d54e352
<g/>
,	
Niederösterreich	bv_doc_id__7_d54e356
<g/>
,	
Oberösterreich	bv_doc_id__7_d54e361
<g/>
,	
Salzburg	bv_doc_id__7_d54e365
<g/>
,	
Steiermark	bv_doc_id__7_d54e369
<g/>
,	
Tirol	bv_doc_id__7_d54e374
<g/>
,	
Vorarlberg	bv_doc_id__7_d54e378
und	bv_doc_id__7_d54e380
Westungarn	bv_doc_id__7_d54e382
in	bv_doc_id__7_d54e385
ihren	bv_doc_id__7_d54e387
durch	bv_doc_id__7_d54e389
den	bv_doc_id__7_d54e391
Friedensvertrag	bv_doc_id__7_d54e393
<g/>
(	
Staatsgesetzblatt	bv_doc_id__7_d54e398
Z	bv_doc_id__7_d54e400
<g/>
.	
ex	bv_doc_id__7_d54e404
191	bv_doc_id__7_d54e406
<g/>
)	
festgestellten	bv_doc_id__7_d54e411
Grenzen	bv_doc_id__7_d54e413
und	bv_doc_id__7_d54e415
die	bv_doc_id__7_d54e417
freie	bv_doc_id__7_d54e419
Stadt	bv_doc_id__7_d54e421
Wien	bv_doc_id__7_d54e424
schließen	bv_doc_id__7_d54e426
sich	bv_doc_id__7_d54e428
auf	bv_doc_id__7_d54e430
Grund	bv_doc_id__7_d54e432
der	bv_doc_id__7_d54e434
rechtsgiltigen	bv_doc_id__7_d54e437
Beschlüsse	bv_doc_id__7_d54e439
ihrer	bv_doc_id__7_d54e441
Landesvertretungen	bv_doc_id__7_d54e443
und	bv_doc_id__7_d54e445
des	bv_doc_id__7_d54e447
Wiener	bv_doc_id__7_d54e450
Gemeinderates	bv_doc_id__7_d54e452
<g/>
,	
sowie	bv_doc_id__7_d54e456
der	bv_doc_id__7_d54e458
Nationalversammlung	bv_doc_id__7_d54e460
der	bv_doc_id__7_d54e463
Republik	bv_doc_id__7_d54e465
Deutschösterreich	bv_doc_id__7_d54e467
zu	bv_doc_id__7_d54e469
einem	bv_doc_id__7_d54e471
ewigen	bv_doc_id__7_d54e473
Bunde	bv_doc_id__7_d54e476
mit	bv_doc_id__7_d54e478
den	bv_doc_id__7_d54e480
Namen	bv_doc_id__7_d54e482
Republik	bv_doc_id__7_d54e484
der	bv_doc_id__7_d54e486
deutschen	bv_doc_id__7_d54e489
Alpenlande	bv_doc_id__7_d54e491
oder	bv_doc_id__7_d54e493
Republik	bv_doc_id__7_d54e495
Oesterreich	bv_doc_id__7_d54e497
und	bv_doc_id__7_d54e499
mit	bv_doc_id__7_d54e502
der	bv_doc_id__7_d54e504
Bundeshauptstadt	bv_doc_id__7_d54e506
Wien	bv_doc_id__7_d54e508
zusammen	bv_doc_id__7_d54e510
<g/>
.	
Beide	bv_doc_id__7_d54e515
Namen	bv_doc_id__7_d54e517
sind	bv_doc_id__7_d54e519
in	bv_doc_id__7_d54e521
allen	bv_doc_id__7_d54e523
von	bv_doc_id__7_d54e525
den	bv_doc_id__7_d54e528
Bundes-	bv_doc_id__7_d54e530
und	bv_doc_id__7_d54e532
Landesbehörden	bv_doc_id__7_d54e534
ausgehenden	bv_doc_id__7_d54e536
oder	bv_doc_id__7_d54e538
von	bv_doc_id__7_d54e541
ihnen	bv_doc_id__7_d54e543
zu	bv_doc_id__7_d54e545
