<doc id="bv_doc_id__64" attrs="word lemma type">
102	bv_doc_id__64_d48e235
<g/>
/	
99-St	bv_doc_id__64_d48e239
<g/>
.	
K	bv_doc_id__64_d48e243
<g/>
.	
-1920	bv_doc_id__64_d48e248
1	bv_doc_id__64_d48e253
Verfassungsgesetz	bv_doc_id__64_d48e258
vom	bv_doc_id__64_d48e260
1.	bv_doc_id__64_d48e262
Oktober	bv_doc_id__64_d48e264
1920	bv_doc_id__64_d48e266
<g/>
,	
betreffend	bv_doc_id__64_d48e271
den	bv_doc_id__64_d48e273
Übergang	bv_doc_id__64_d48e275
zur	bv_doc_id__64_d48e277
bundesstaatlichen	bv_doc_id__64_d48e279
Verfassung	bv_doc_id__64_d48e282
<g/>
.	
Die	bv_doc_id__64_d48e286
Nationalversammlung	bv_doc_id__64_d48e288
hat	bv_doc_id__64_d48e290
beichlossen	bv_doc_id__64_d48e292
<g/>
:	
I	bv_doc_id__64_d48e297
<g/>
.	
Allgemeine	bv_doc_id__64_d48e301
Bestimmungen	bv_doc_id__64_d48e303
<g/>
.	
<g/>
§	
1.	bv_doc_id__64_d48e310
Alle	bv_doc_id__64_d48e312
Gesetze	bv_doc_id__64_d48e314
und	bv_doc_id__64_d48e316
Vollzugsanweisungen	bv_doc_id__64_d48e318
<g/>
(	
Verordnungen	bv_doc_id__64_d48e323
<g/>
)	
des	bv_doc_id__64_d48e327
Staates	bv_doc_id__64_d48e329
—	bv_doc_id__64_d48e331
einschließlich	bv_doc_id__64_d48e334
der	bv_doc_id__64_d48e336
Reichsgesetze	bv_doc_id__64_d48e338
des	bv_doc_id__64_d48e340
ehemaligen	bv_doc_id__64_d48e342
Staates	bv_doc_id__64_d48e344
Osterreich	bv_doc_id__64_d48e347
<g/>
,	
die	bv_doc_id__64_d48e351
gemäß	bv_doc_id__64_d48e353
<g/>
§	
16	bv_doc_id__64_d48e357
des	bv_doc_id__64_d48e360
Beschlusses	bv_doc_id__64_d48e362
über	bv_doc_id__64_d48e364
die	bv_doc_id__64_d48e366
grundlegenden	bv_doc_id__64_d48e368
Einrichtungen	bv_doc_id__64_d48e370
der	bv_doc_id__64_d48e373
Staatsgewalt	bv_doc_id__64_d48e375
vom	bv_doc_id__64_d48e377
30.	bv_doc_id__64_d48e379
Oktober	bv_doc_id__64_d48e381
1518	bv_doc_id__64_d48e383
<g/>
,	
St	bv_doc_id__64_d48e388
<g/>
.	
G	bv_doc_id__64_d48e392
<g/>
.	
BI	bv_doc_id__64_d48e396
<g/>
.	
Nr	bv_doc_id__64_d48e401
<g/>
.	
1	bv_doc_id__64_d48e405
<g/>
,	
für	bv_doc_id__64_d48e409
die	bv_doc_id__64_d48e412
Republik	bv_doc_id__64_d48e414
in	bv_doc_id__64_d48e416
Geltung	bv_doc_id__64_d48e418
gesetzt	bv_doc_id__64_d48e420
wurden	bv_doc_id__64_d48e422
—	bv_doc_id__64_d48e425
sowie	bv_doc_id__64_d48e427
alle	bv_doc_id__64_d48e429
Gesetze	bv_doc_id__64_d48e431
und	bv_doc_id__64_d48e433
Vollzugsanweisungen	bv_doc_id__64_d48e435
<g/>
(	
