<doc id="bv_doc_id__20" attrs="word lemma type">
Als	bv_doc_id__20_d11e517
Manuskript	bv_doc_id__20_d11e519
gedruckt	bv_doc_id__20_d11e521
<g/>
.	
Vertraulich	bv_doc_id__20_d11e525
<g/>
.	
Das	bv_doc_id__20_d11e533
Ergebnis	bv_doc_id__20_d11e535
der	bv_doc_id__20_d11e537
Vereinbarungen	bv_doc_id__20_d11e539
über	bv_doc_id__20_d11e541
die	bv_doc_id__20_d11e544
österreichische	bv_doc_id__20_d11e546
Bundesverfassung	bv_doc_id__20_d11e548
<g/>
.	
Vorbemerkungen	bv_doc_id__20_d11e559
Die	bv_doc_id__20_d11e562
provisorische	bv_doc_id__20_d11e564
Verfassung	bv_doc_id__20_d11e566
der	bv_doc_id__20_d11e568
Republik	bv_doc_id__20_d11e571
hat	bv_doc_id__20_d11e573
der	bv_doc_id__20_d11e575
konstituierenden	bv_doc_id__20_d11e577
Nationalversammlung	bv_doc_id__20_d11e579
eine	bv_doc_id__20_d11e581
Lebensdauer	bv_doc_id__20_d11e584
von	bv_doc_id__20_d11e586
zwei	bv_doc_id__20_d11e588
Jahren	bv_doc_id__20_d11e590
gesetzt	bv_doc_id__20_d11e592
<g/>
.	
Diese	bv_doc_id__20_d11e597
hätte	bv_doc_id__20_d11e599
sicherlich	bv_doc_id__20_d11e601
ausgereicht	bv_doc_id__20_d11e603
<g/>
,	
wenn	bv_doc_id__20_d11e607
nicht	bv_doc_id__20_d11e610
die	bv_doc_id__20_d11e612
Friedensverhandlungen	bv_doc_id__20_d11e614
von	bv_doc_id__20_d11e616
Saint	bv_doc_id__20_d11e618
Germain	bv_doc_id__20_d11e620
unerwartet	bv_doc_id__20_d11e623
eine	bv_doc_id__20_d11e625
so	bv_doc_id__20_d11e627
ungebührlich	bv_doc_id__20_d11e629
lange	bv_doc_id__20_d11e631
Zeit	bv_doc_id__20_d11e633
<g/>
(	
von	bv_doc_id__20_d11e638
