<doc id="bv_doc_id__87" document_title="Protokoll der 22. Sitzung des Verfassungsausschusses" created_not_before="1920-07-15" created_not_after="1920-07-15" creation_year="1920" state_of_correction="created" document_type="Handschriftlicher Protokolltext" text_type="Sitzungsprotokoll" dataset="Sitzungsprotokolle" attrs="word lemma">
<p>
2292.	2292.
KONSTITUIERENDE	KONSTITUIERENDE
NATIONALVERSAMMLUNG	NATIONALVERSAMMLUNG
DER	DER
REPUBLIK	REPUBLIK
OSTERREICH	OSTERREICH
<g/>
.
Verfassungs-Ausschuss	Verfassungs-Ausschuss
Protokoll	Protokoll
über	über
die	der
Sitzung	Sitzung
am	an
15.	15.
Juli	Juli
1920	1920
Anwesende	Anwesende
<g/>
:
Seitens	Seitens
der	der
Regierung	Regierung
<g/>
:
Hofräte	Hofrat
Fröhlich	Fröhlich
u.	u.
Ruber	Ruber
Obmann	Obmann
<g/>
:
Dr	Dr
Seipel	Seipel
Obmann	Obmann
<g/>
=
Stellvertreter	Stellvertreter
<g/>
:
Schriftführer	Schriftführer
<g/>
:
Danneberg	Danneberg
Mitglieder	Mitglied
<g/>
:
Berichterst	Berichterst
<g/>
.
Dr.	Dr.
Adler	Adler
beantragt	beantragen
die	der
Reassumierung	Reassumierung
des	der
§	§
4	4
<g/>
(
923	923
d	d
Beil	Beil
<g/>
)
und	und
beantragt	beantragen
die	der
Wiederherstellung	Wiederherstellung
<g/>
"
dreiJahre	dreiJahre
<g/>
"
<g/>
.
</p>
<p>
Zu	zu
Beil	Beil
924	924
<g/>
,
Punkt	Punkt
25	25
beantragt	beantragen
ernach	Ernach
Reassumierungbei	Reassumierungbei
Untersteier	Untersteier
statt	statt
5	5
<g/>
"
6	6
<g/>
"
Mandate	Mandat
zuu	zuu
.	.
den	der
Absatz	Absatz
über	über
Obersteier	Obersteier
zu	zu
streichen	streichen
<g/>
.
Ferner	ferner
die	der
Bestimmung	Bestimmung
gemäß	gemäß
Antrag	Antrag
Danneberg	Danneberg
bezügl	bezügl
.	.
der	der
Wahlkreise	Wahlkreis
1	1
-	-
11	11
zu	zu
streichen	streichen
<g/>
.
Alle	aller
Anträge	Antrag
werden	werden
angenommen	annehmen
<g/>
.
</p>
<p>
Zum	zu
Berichterstatter	Berichterstatter
fürs	für
Haus	Haus
wird	werden
Dr	Dr
Adler	Adler
bestellt	bestellen
</p>
<p>
Seipel	Seipel
Vorsitzender	vorsitzend
Danneberg	Danneberg
SchriftführerPräsenzliste	SchriftführerPräsenzliste
des	der
Verfassungs-Ausschusses	Verfassungs-Ausschuß
vom	von
15.	15.
Juli	Juli
1920	1920
</p>
<p>
Seipel	Seipel
FinkAusterlitzDer	FinkAusterlitzDer
Verfassungsausschuß	Verfassungsausschuß
hält	halten
morgen	morgen
<g/>
,
Donnerstag	Donnerstag
<g/>
,
den	der
15.	15.
d.	d.
M.	M.
<g/>
,
nach	nach
Schluß	Schluß
der	der
Haussitzung	Haussitzung
im	in
Lokal	Lokal
I	I
eine	ein
Sitzung	Sitzung
ab	ab
<g/>
.
Tagesordnung	Tagesordnung
<g/>
:
Die	der
Wahlordnung	Wahlordnung
für	für
die	der
Nationalversammlung	Nationalversammlung
<g/>
.
Wien	Wien
<g/>
,
den	der
14.	14.
Juli	Juli
1920.	1920.
Bauer	Bauer
<g/>
,
Obmann	Obmann
<g/>
.
</p>
</doc>
