<doc id="bv_doc_id__66" attrs="word lemma type">
231	bv_doc_id__66_d50e292
der	bv_doc_id__66_d50e294
Beilagen	bv_doc_id__66_d50e296
<g/>
.	
—	bv_doc_id__66_d50e300
Konstituierende	bv_doc_id__66_d50e303
Nationalversammlung	bv_doc_id__66_d50e305
<g/>
.	
1	bv_doc_id__66_d50e309
Antrag	bv_doc_id__66_d50e311
Abgeordneten	bv_doc_id__66_d50e313
Dr	bv_doc_id__66_d50e316
<g/>
.	
Michael	bv_doc_id__66_d50e320
Mayr	bv_doc_id__66_d50e322
<g/>
,	
Dr	bv_doc_id__66_d50e326
<g/>
.	
Gimpl	bv_doc_id__66_d50e331
<g/>
,	
F	bv_doc_id__66_d50e335
<g/>
.	
Födermayr	bv_doc_id__66_d50e339
<g/>
,	
W	bv_doc_id__66_d50e344
<g/>
.	
Miklas	bv_doc_id__66_d50e348
<g/>
,	
Paulitsch	bv_doc_id__66_d50e352
<g/>
,	
Dr	bv_doc_id__66_d50e357
<g/>
.	
Ramek	bv_doc_id__66_d50e361
<g/>
,	
Dr	bv_doc_id__66_d50e365
<g/>
,	
Schneider	bv_doc_id__66_d50e370
und	bv_doc_id__66_d50e372
Genossen	bv_doc_id__66_d50e374
<g/>
,	
betreffend	bv_doc_id__66_d50e378
die	bv_doc_id__66_d50e381
Grundzüge	bv_doc_id__66_d50e383
der	bv_doc_id__66_d50e385
deutschösterreichischen	bv_doc_id__66_d50e387
Verfassung	bv_doc_id__66_d50e389
<g/>
.	
Die	bv_doc_id__66_d50e396
vornehmste	bv_doc_id__66_d50e398
Aufgabe	bv_doc_id__66_d50e400
der	bv_doc_id__66_d50e402
verfassunggebenden	bv_doc_id__66_d50e404
<g/>
(	
Konstituierenden	bv_doc_id__66_d50e409
<g/>
)	
Nationalversammlung	bv_doc_id__66_d50e413
ist	bv_doc_id__66_d50e415
die	bv_doc_id__66_d50e417
Schaffung	bv_doc_id__66_d50e420
von	bv_doc_id__66_d50e422
Grundgesetzen	bv_doc_id__66_d50e424
über	bv_doc_id__66_d50e426
den	bv_doc_id__66_d50e428
endgültigen	bv_doc_id__66_d50e430
verfassungsrechtlichen	bv_doc_id__66_d50e433
Aufbau	bv_doc_id__66_d50e435
des	bv_doc_id__66_d50e437
Staates	bv_doc_id__66_d50e439
und	bv_doc_id__66_d50e441
insbesondere	bv_doc_id__66_d50e443
über	bv_doc_id__66_d50e446
das	bv_doc_id__66_d50e448
verfassungsmäßige	bv_doc_id__66_d50e450
Verhältnis	bv_doc_id__66_d50e452
der	bv_doc_id__66_d50e454
zum	bv_doc_id__66_d50e456
provisorischen	bv_doc_id__66_d50e459
Staate	bv_doc_id__66_d50e461
Deutschösterreich	bv_doc_id__66_d50e463
vereinigten	bv_doc_id__66_d50e465
Länder	bv_doc_id__66_d50e467
und	bv_doc_id__66_d50e469
Gebiete	bv_doc_id__66_d50e472
<g/>
.	
In	bv_doc_id__66_d50e476
verfassungsrechtlicher	bv_doc_id__66_d50e478
Beziehung	bv_doc_id__66_d50e480
beschränkte	bv_doc_id__66_d50e482
sich	bv_doc_id__66_d50e485
die	bv_doc_id__66_d50e487
Konstituierende	bv_doc_id__66_d50e489
Nationalversammlung	bv_doc_id__66_d50e491
bisher	bv_doc_id__66_d50e493
auf	bv_doc_id__66_d50e495
die	bv_doc_id__66_d50e498
Beschließung	bv_doc_id__66_d50e500
des	bv_doc_id__66_d50e502
