<doc id="bv_doc_id__65" document_title="Gegenüberstellung der Differenzpunkte CS SD" created_not_before="1920-04-23" created_not_after="1920-07-08" creation_year="1920" state_of_correction="created" document_type="Lithographie" text_type="Stellungnahme zum Verfassungsentwurf" dataset="Sitzungsprotokolle" attrs="word lemma type">
<p>
Kl	Kl	X													
.	.	NOUN	Nom				Neut		Sing						
111	111	NUM													
A	a	X													
Moatstso	Moatstso	X													
</p>
<p>
Auxe	Aux	ADJ	Nom		Pos		Fem		Plur						
Aagenüberstellene	Aagenüberstellene	NOUN	Nom				Fem		Plur						
der	der	DET	Gen	Def			Fem		Plur			Art			
naentlichen	naentlich	ADJ	Gen		Pos		Fem		Plur						
Mferenunen	Mferenune	NOUN	Gen				Fem		Plur						
zeschen	zeschen	NOUN	Nom				Fem		Plur						
den	der	DET	Dat	Def					Plur			Art			
apzialäenkrntischen	apzialäenkrntischen	NOUN	Dat						Plur						
und	und	CCONJ													
den	der	DET	Dat	Def					Plur			Art			
hrintlichzialen	hrintlichzial	ADJ	Dat		Pos				Plur						
Verfangunge	Verfangunge	NOUN	Acc				Masc		Plur						
verschken	verschken	VERB						Ind	Plur	3				Pres	Fin
bei	bei	ADP													
der	der	DET	Dat	Def			Fem		Sing			Art			
ier	ier	ADJ			Pos										
Anderkenforenz	Anderkenforenz	NOUN	Dat				Fem		Sing						
<g/>
.
</p>
<p>
<g/>
(
rez.den	rez.den	PROPN	Nom				Neut		Sing						
.	.	NOUN	Acc				Masc		Sing						
<g/>
)
Aenderunzen	Aenderunzen	NOUN	Nom				Fem		Plur						
den	der	DET	Dat	Def			Neut		Plur			Art			
Gebieten	Gebiet	NOUN	Dat				Neut		Plur						
oder	oder	CCONJ													
der	der	DET	Gen	Def			Fem		Plur			Art			
grenzen	Grenze	NOUN	Gen				Fem		Plur						
einen	ein	DET	Acc	Ind			Masc		Sing			Art			
Landen	Landen	NOUN	Dat				Neut		Plur						
EOnnen	EOnnen	PROPN	Nom						Sing						
schen	schen	PROPN	Nom						Sing						
durh	durh	X													
einfacher	einfach	ADJ	Nom		Pos		Masc		Sing						
Bunderneretz	Bunderneretz	NOUN	Nom				Masc		Sing						
oder	oder	CCONJ													
auch	auch	ADV													
durch	durch	ADP													
jeden	jeder	DET	Acc				Masc		Sing			Ind			
beliehigen	beliehigen	NOUN	Acc				Masc		Sing						
alsvereran	alsvereran	NOUN	Acc				Masc		Sing						
exfolgen	exfolgen	NOUN	Nom				Fem		Plur						
<g/>
(
Art	Art	NOUN	Nom				Masc		Sing						
.	.	NOUN	Nom				Masc		Sing						
B	B	NOUN	Nom				Neut		Sing						
Abe	Abe	NOUN	Nom				Neut		Sing						
.	.	NOUN	Nom						Sing						
2	2	NUM													
<g/>
)
Veraderungen	Veraderung	NOUN	Nom				Fem		Plur						
in	in	ADP													
der	der	DET	Dat	Def			Fem		Sing			Art			
Labdeszu	Labdeszu	PROPN	Dat				Fem		Sing						
rehbrikkeit	Rehbrikkeit	NOUN	Nom				Fem		Sing						
ven	ven	X													
Gebietsteilen	Gebietsteil	NOUN	Dat				Masc		Plur						
Röx	Röx	PROPN	Nom						Sing						
nen	nen	PROPN	Nom						Sing						
durch	durch	ADP													
Valkaebetina	Valkaebetina	PROPN	Acc				Neut		Sing						
der	der	DET	Nom	Def			Masc		Sing			Art			
Be	Be	NOUN	Nom				Masc		Sing						
wohner	wohner	NOUN	Nom				Masc		Sing						
des	der	DET	Gen	Def			Masc		Sing			Art			
betreffenden	betreffend	ADJ	Gen		Pos		Masc		Sing						
Gebieter	Gebieter	NOUN	Gen				Masc		Sing						
und	und	CCONJ													
durch	durch	ADP													
einfachee	einfache	ADJ	Acc		Pos		Masc		Plur						
Gesotz	Gesotz	NOUN	Acc				Masc		Plur						
den	der	DET	Acc	Def			Masc		Sing			Art			
Lander	Lander	NOUN	Acc				Masc		Sing						
<g/>
.
mit	mit	ADP													
den	der	PRON	Acc				Masc		Sing			Rel			
die	der	DET	Nom	Def			Fem		Sing			Art			
Vereinigung	Vereinigung	NOUN	Nom				Fem		Sing						
vollzogen	vollziehen	VERB													Part
werden	werden	AUX						Ind	Plur	3				Pres	Fin
gollherbeigeführt	gollherbeigeführt	VERB													Part
werden	werden	AUX													Inf
<g/>
,
<g/>
(
ert	ert	NOUN	Nom				Fem		Sing						
.	.	NOUN	Nom				Masc		Sing						
41.	41.	NUM													
Praen.er	Praen.er	NOUN	Nom				Masc		Sing						
als	als	ADP													
Landesbürner	Landesbürner	NOUN	Nom				Masc		Sing						
am	an	ADP	Dat				Neut		Sing						
zusehen	Zusehen	NOUN	Dat				Neut		Sing						
int	int	X													
.	.	X													
hier	hier	ADV													
offen	offen	ADV			Pos										
gelansen	gelansen	VERB													Part
<g/>
.
de	de	X													
LAnder	LAnder	PROPN	Nom				Masc		Sing						
erecheinen	erecheinen	NOUN	Dat				Masc		Plur						
nicht	nicht	PART													
alx	Alx	PROPN	Nom				Masc		Sing						
giejeniren	giejeniren	PROPN	Nom				Masc		Sing						
eleeerechtlichen	eleeerechtlich	ADJ	Nom		Pos		Masc		Plur						
Fakten	Fakt	NOUN	Nom				Masc		Plur						
remEgnen	remEgnen	NOUN	Nom				Fem		Plur						
aile	Aile	PROPN	Nom				Masc		Sing						
Kamneten	Kamneten	PROPN	Nom				Masc		Sing						
nteht	nteht	PROPN	Nom				Masc		Sing						
<g/>
(
Art	Art	NOUN	Nom				Masc		Sing						
<g/>
,
D	D	X													
<g/>
,
erster	erster	ADJ	Nom		Pos		Masc		Sing						
Bntzzygl	Bntzzygl	NOUN	Nom				Masc		Sing						
<g/>
,
auch	auch	ADV													
rz	rz	NOUN	Nom						Sing						
.	.	NOUN	Nom				Masc		Sing						
13.	13.	ADJ	Nom		Pos		Masc		Sing						
Abs.	Abs.	NOUN	Nom				Masc		Sing						
2	2	NUM													
<g/>
)
<g/>
.
</p>
<p>
<g/>
(
ehr	ehr	NOUN	Nom				Fem		Sing						
.	.	X													
sez.7	sez.7	NUM													
Aenderennen	Aenderennen	NOUN	Nom				Neut		Sing						
des	der	DET	Gen	Def			Neut		Sing			Art			
Gebieten	Gebiet	NOUN	Dat				Neut		Plur						
oder	oder	CCONJ													
der	der	DET	Gen	Def			Fem		Plur			Art			
grenzen	Grenze	NOUN	Gen				Fem		Plur						
einen	ein	DET	Acc	Ind			Masc		Sing			Art			
Lander	Lander	NOUN	Acc				Masc		Sing						
Eonnen	Eonnen	NOUN	Nom				Fem		Plur						
nur	nur	ADV													
durch	durch	ADP													
übereinstimmende	übereinstimmend	ADJ	Acc		Pos		Neut		Plur						
Verfarsungsgesetze	Verfarsungsgesetze	NOUN	Acc				Neut		Plur						
der	der	DET	Gen	Def			Masc		Plur			Art			
Bunder	Bunder	NOUN	Gen				Masc		Plur						
und	und	CCONJ													
des	der	DET	Gen	Def			Neut		Sing			Art			
betroffenden	betroffend	ADJ	Gen		Pos		Neut		Sing						
Landes	Land	NOUN	Gen				Neut		Sing						
oder	oder	CCONJ													
in	in	ADP													
einem	ein	DET	Dat	Ind			Masc		Sing			Art			
Friedenevertrag	Friedenevertrag	NOUN	Dat				Masc		Sing						
erfelgen.(Art	erfelgen.(Art	VERB													Inf
.	.	NOUN	Nom				Masc		Sing						
3.	3.	NUM													
Abr	Abr	NOUN	Nom				Masc		Sing						
.	.	NOUN	Nom				Masc		Sing						
2	2	NUM													
<g/>
)
Derartine	Derartine	PROPN	Nom				Masc		Sing						
