<doc id="bv_doc_id__23" attrs="word lemma type">
Ergebnis	bv_doc_id__23_d14e418
der	bv_doc_id__23_d14e420
Beratungen	bv_doc_id__23_d14e422
des	bv_doc_id__23_d14e424
Unterausschusses	bv_doc_id__23_d14e426
des	bv_doc_id__23_d14e429
Verfassungsausschustes	bv_doc_id__23_d14e431
<g/>
.	
Entwurf	bv_doc_id__23_d14e439
der	bv_doc_id__23_d14e441
Bundesstaatsverfassung	bv_doc_id__23_d14e443
<g/>
.	
Erster	bv_doc_id__23_d14e452
Abschnitt	bv_doc_id__23_d14e454
<g/>
.	
Allgemeine	bv_doc_id__23_d14e461
Bestimmungen	bv_doc_id__23_d14e463
<g/>
.	
Artikel	bv_doc_id__23_d14e472
1.	bv_doc_id__23_d14e474
<g/>
(	
1	bv_doc_id__23_d14e483
<g/>
)	
Österreich	bv_doc_id__23_d14e488
ist	bv_doc_id__23_d14e490
eine	bv_doc_id__23_d14e492
demokratische	bv_doc_id__23_d14e494
Republik	bv_doc_id__23_d14e497
<g/>
.	
<g/>
(	
2	bv_doc_id__23_d14e508
<g/>
)	
Alle	bv_doc_id__23_d14e513
öffentlichen	bv_doc_id__23_d14e515
Gewalten	bv_doc_id__23_d14e517
werden	bv_doc_id__23_d14e519
vom	bv_doc_id__23_d14e522
Volke	bv_doc_id__23_d14e524
eingesetzt	bv_doc_id__23_d14e526
und	bv_doc_id__23_d14e528
in	bv_doc_id__23_d14e530
seinem	bv_doc_id__23_d14e532
Namen	bv_doc_id__23_d14e535
ausgeübt	bv_doc_id__23_d14e537
<g/>
.	
Artikel	bv_doc_id__23_d14e547
2.	bv_doc_id__23_d14e549
<g/>
(	
1	bv_doc_id__23_d14e558
<g/>
)	
Österreich	bv_doc_id__23_d14e563
ist	bv_doc_id__23_d14e565
ein	bv_doc_id__23_d14e567
Bundesstaat	bv_doc_id__23_d14e569
<g/>
(	
2	bv_doc_id__23_d14e578
<g/>
)	
Der	bv_doc_id__23_d14e583
Bundesstaat	bv_doc_id__23_d14e585
wird	bv_doc_id__23_d14e587
gebildet	bv_doc_id__23_d14e589
aus	bv_doc_id__23_d14e592
den	bv_doc_id__23_d14e594
selbständigen	bv_doc_id__23_d14e596
Ländern	bv_doc_id__23_d14e598
<g/>
:	
Kärnten	bv_doc_id__23_d14e602
<g/>
,	
Niederösterreich	bv_doc_id__23_d14e607
<g/>
,	
Oberösterreich	bv_doc_id__23_d14e611
<g/>
,	
Salzburg	bv_doc_id__23_d14e615
<g/>
,	
Steiermark	bv_doc_id__23_d14e620
<g/>
,	
Tirol	bv_doc_id__23_d14e624
<g/>
,	
Vorarlberg	bv_doc_id__23_d14e628
und	bv_doc_id__23_d14e631
Wien	bv_doc_id__23_d14e633
<g/>
.	
<g/>
(	
3	bv_doc_id__23_d14e644
<g/>
)	
Sobald	bv_doc_id__23_d14e649
das	bv_doc_id__23_d14e651
Burgenland	bv_doc_id__23_d14e653
seinen	bv_doc_id__23_d14e655
Willen	bv_doc_id__23_d14e658
dazu	bv_doc_id__23_d14e660
ausgedrückt	bv_doc_id__23_d14e662
hat	bv_doc_id__23_d14e664
<g/>
,	
wird	bv_doc_id__23_d14e668
es	bv_doc_id__23_d14e671
als	bv_doc_id__23_d14e673
selbständiges	bv_doc_id__23_d14e675
und	bv_doc_id__23_d14e677
gleichberechtigtes	bv_doc_id__23_d14e679
Land	bv_doc_id__23_d14e681
in	bv_doc_id__23_d14e684
den	bv_doc_id__23_d14e686
Bund	bv_doc_id__23_d14e688
aufgenommen	bv_doc_id__23_d14e690
<g/>
.	
Artikel	bv_doc_id__23_d14e700
3.	bv_doc_id__23_d14e702
<g/>
(	
1	bv_doc_id__23_d14e711
<g/>
)	
