<doc id="bv_doc_id__62" attrs="word lemma type">
Gesetz	bv_doc_id__62_d46e308
vom	bv_doc_id__62_d46e310
1.	bv_doc_id__62_d46e312
Oktober	bv_doc_id__62_d46e314
1920	bv_doc_id__62_d46e316
<g/>
,	
womit	bv_doc_id__62_d46e321
die	bv_doc_id__62_d46e323
Republik	bv_doc_id__62_d46e325
Österreich	bv_doc_id__62_d46e327
als	bv_doc_id__62_d46e329
Bundesstaat	bv_doc_id__62_d46e332
eingerichtet	bv_doc_id__62_d46e334
wird	bv_doc_id__62_d46e336
<g/>
.	
<g/>
(	
Bundes-Verfassungsgesetz	bv_doc_id__62_d46e342
<g/>
).	
Die	bv_doc_id__62_d46e347
Nationalversammlung	bv_doc_id__62_d46e349
hat	bv_doc_id__62_d46e351
beschlossen	bv_doc_id__62_d46e353
<g/>
:	
Erstes	bv_doc_id__62_d46e358
Hauptstück	bv_doc_id__62_d46e360
<g/>
.	
Allgemeine	bv_doc_id__62_d46e364
Bestimmungen	bv_doc_id__62_d46e366
<g/>
.	
Artikel	bv_doc_id__62_d46e375
1.	bv_doc_id__62_d46e377
Österreich	bv_doc_id__62_d46e382
ist	bv_doc_id__62_d46e384
eine	bv_doc_id__62_d46e386
demokratische	bv_doc_id__62_d46e388
Republik	bv_doc_id__62_d46e390
<g/>
.	
Ihr	bv_doc_id__62_d46e395
Recht	bv_doc_id__62_d46e397
geht	bv_doc_id__62_d46e399
vom	bv_doc_id__62_d46e401
Volk	bv_doc_id__62_d46e403
aus	bv_doc_id__62_d46e406
<g/>
.	
Artikel	bv_doc_id__62_d46e416
2.	bv_doc_id__62_d46e418
<g/>
(	
1	bv_doc_id__62_d46e427
<g/>
)	
Österreich	bv_doc_id__62_d46e432
ist	bv_doc_id__62_d46e434
ein	bv_doc_id__62_d46e436
Bundesstaat	bv_doc_id__62_d46e438
<g/>
.	
<g/>
(	
2	bv_doc_id__62_d46e450
<g/>
)	
Der	bv_doc_id__62_d46e455
Bundesstaat	bv_doc_id__62_d46e457
wird	bv_doc_id__62_d46e459
