<doc id="bv_doc_id__40" document_title="Protokoll der 5. Sitzung des Subkomitees des
                    Verfassungsausschusses vom 17. August 1920" created_not_before="1920-08-17" created_not_after="1920-08-17" creation_year="1920" state_of_correction="text_correct" document_type="Lithographie" text_type="Sitzungsprotokoll" dataset="Sitzungsprotokolle" attrs="word lemma">
<head>
Protokoll	Protokoll
der	der
5.	5.
Sitzung	Sitzung
des	der
Unterausschusses	Unterausschuß
des	der
Verfassungsausschusses	Verfassungsausschuß
vom	von
17.VIII.1920.	17.VIII.1920.
</head>
<p>
Beginn	Beginn
3	3
Uhr	Uhr
Nachmittag	Nachmittag
<g/>
.
</p>
<p>
Anwesend	Anwesend
<g/>
:
</p>
Dr.	Dr.
OttoBauerals	OttoBaueral
VorsitzenderHeinrichClessinals	VorsitzenderHeinrichClessinals
BerichterstatterJodokFinkAbramDr	BerichterstatterJodokFinkAbramDr
.	.
RobertDannebergKarlLeuthnerDr	RobertDannebergKarlLeuthnerDr
.	.
IgnazSeipelStaatssekretär	IgnazSeipelStaatssekretär
Prof.	Prof.
Dr.	Dr.
MichaelMayr	MichaelMayr
<g/>
.
<p>
Von	von
der	der
Staatskanzlei	Staatskanzlei
<g/>
:
</p>
Ministerialrat	Ministerialrat
Dr.	Dr.
GeorgFroehlichSektionsrat	GeorgFroehlichSektionsrat
Dr.	Dr.
EgbertMannlicherMinisterialvizesekretär	EgbertMannlicherMinisterialvizesekretär
Dr.	Dr.
KurtFriebergerals	KurtFriebergeral
SchriftführerProf	SchriftführerProf
.	.
Dr.	Dr.
HansKelsenals	HansKelsenal
Experte	Experte
des	der
Verfassungsausschusses	Verfassungsausschuß
<g/>
.
<p>
Nach	nach
Eröffnung	Eröffnung
der	der
Sitzung	Sitzung
stellt	stellen
BerichterstatterClessinfest	BerichterstatterClessinfest
<g/>
,
daß	daß
es	es
in	in
der	der
Zusammenstellung	Zusammenstellung
der	der
bisherigen	bisherig
Beschlüsse	Beschluß
Art	Art
.	.
10.	10.
Pkt.	Pkt.
5	5
zu	zu
lauten	lauten
hat	haben
<g/>
:
<g/>
„
Maß-	Maß
und	und
Gewichts-	Gewicht
<g/>
,
Normen-	Norme
und	und
Punzierungswesen	Punzierungswesen
<g/>
"
und	und
Pkt.	Pkt.
9	9
dieses	dieser
Artikels	Artikel
<g/>
„
Dampfkessel-	Dampfkessel
und	und
Kraftmaschinenwesen	Kraftmaschinenwesen
<g/>
“
<g/>
.
Hierauf	hierauf
eröffnet	eröffnen
Dr.	Dr.
OttoBauerdie	OttoBauerdie
Beratung	Beratung
über	über
den	der
Artikel	Artikel
13	13
in	in
der	der
Fassung	Fassung
des	der
Vorentwurfes	Vorentwurf
<g/>
.
Dr.	Dr.
Dannebergbeantragt	Dannebergbeantragen
nach	nach
Annahme	Annahme
des	der
ersten	erster
die	der
Beibehaltung	Beibehaltung
des	der
zweiten	zweiter
Satzes	Satz
im	in
Wortlaut	Wortlaut
<g/>
:
<g/>
„
Soferne	Soferne
jedoch	jedoch
in	in
solchen	solcher
Angelegenheiten	Angelegenheit
ein	ein
Akt	Akt
der	der
vollziehenden	vollziehend
Gewalt	Gewalt
für	für
mehrere	mehrere
Länder	Land
Rechtswirksamkeit	Rechtswirksamkeit
äußern	äußern
soll	sollen
<g/>
,
geht	gehen
die	der
Zuständigkeit	Zuständigkeit
für	für
diesen	dieser
Vollzugsakt	Vollzugsakt
auf	auf
den	der
Bund	Bund
über	über
<g/>
.
<g/>
"
</p>
<p>
ProfessorKelsenerklärt	ProfessorKelsenerklärt
die	der
Aufnahme	Aufnahme
dieser	dieser
Bestimmung	Bestimmung
mit	mit
den	der
Schwierigkeiten	Schwierigkeit
<g/>
,
die	der
hervorgerufen	hervorrufen
werden	werden
<g/>
,
wenn	wenn
sich	sich
zum	zu
Beispiel	Beispiel
die	der
Länder	Land
nicht	nicht
einigen	einigen
<g/>
;
ein	ein
Zustand	Zustand
<g/>
,
wo	wo
niemand	niemand
kompetent	kompetent
sei	sein
<g/>
,
dürfe	dürfen
nicht	nicht
andauern	andauern
<g/>
;
die	der
Einschränkung	Einschränkung
sei	sein
durch	durch
das	der
Bestreben	bestreben
zu	zu
erklären	erklären
die	der
Agenden	Agende
des	der
Wasserrechtes	Wasserrecht
zu	zu
treffen	treffen
<g/>
.
</p>
<p>
Dr.	Dr.
Seipelrichtet	Seipelrichtet
an	an
die	der
Vertreter	Vertreter
der	der
Regierung	Regierung
die	der
Frage	Frage
<g/>
,
ob	ob
es	es
nicht	nicht
eine	ein
Unterscheidung	Unterscheidung
der	der
Fälle	Fall
geben	geben
kann	können
<g/>
,
durch	durch
die	der
man	man
dem	der
Standpunkt	Standpunkt
der	der
Länder	Land
gerecht	gerecht
werden	werden
könnte	können
<g/>
;
sehr	sehr
wesentlich	wesentlich
seien	sein
die	der
Bestimmungen	Bestimmung
des	der
Abs.	Abs.
3	3
<g/>
,
nach	nach
denen	der
die	der
Bundesgesetze	Bundesgesetz
vorzusehen	vorsehen
haben	haben
<g/>
,
ob	ob
und	und
inwiefern	inwiefern
über	über
Antrag	Antrag
einer	ein
beteiligten	beteiligt
Landesregierung	Landesregierung
der	der
Vollzug	Vollzug
auf	auf
den	der
